Name,CGPA,Budget_Preference,Education_Level,Country_Preference,Domain_Area,Scholarship_Name,Scholarship_Type,Scholarship_Budget,Education_Preference,Country_of_Scholarship,Eligible_Domain,Target
Person2621,3.0,4500,Bachelor,USA,Medical Science,Scholarship2621,Need-Based,6000,Master,UK,Fine Arts,0
Person2784,2.79,1500,Master,Canada,Electrical Engineering,Scholarship2784,Need-Based,9000,Master,USA,Chemistry,0
Person813,3.55,6500,PhD,Australia,Chemistry,Scholarship813,Need-Based,6000,Master,Canada,Business Administration,0
Person1326,3.65,5500,Bachelor,Australia,History,Scholarship1326,Merit-Based,8500,PhD,UK,Medical Science,0
Person119,2.7,8500,PhD,UK,History,Scholarship119,Merit-Based,9000,PhD,Canada,Medical Research,0
Person448,2.97,8500,PhD,USA,Electrical Engineering,Scholarship448,Merit-Based,8500,Master,USA,Chemistry,0
Person105,3.41,5000,PhD,UK,Physics,Scholarship105,Merit-Based,6000,Bachelor,UK,Finance,0
Person247,3.6,7500,Bachelor,Canada,History,Scholarship247,Merit-Based,8500,Master,USA,Fine Arts,0
Person1793,2.67,2000,PhD,UK,Finance,Scholarship1793,Merit-Based,8000,Bachelor,Australia,Medical Research,0
Person967,3.08,9500,PhD,Australia,Fine Arts,Scholarship967,Merit-Based,6000,Bachelor,Australia,Physics,0
Person2383,3.55,500,Bachelor,Australia,Physics,Scholarship2383,Merit-Based,7000,Bachelor,USA,Medical Research,0
Person322,3.46,500,Master,UK,Finance,Scholarship322,Need-Based,2000,Master,Australia,Chemistry,0
Person2974,3.17,6500,Bachelor,UK,History,Scholarship2974,Need-Based,7000,PhD,USA,Fine Arts,0
Person1042,3.35,3500,Master,Canada,Computer Science,Scholarship1042,Merit-Based,5000,PhD,Canada,Finance,0
Person2138,3.42,6500,PhD,UK,Business Administration,Scholarship2138,Need-Based,6500,PhD,Australia,Finance,0
Person1003,2.84,7000,Master,UK,Finance,Scholarship1003,Need-Based,6500,Bachelor,USA,Chemistry,0
Person1578,2.86,8500,Bachelor,USA,Business Administration,Scholarship1578,Need-Based,2000,Master,USA,Business Administration,0
Person2891,2.8,3000,Master,USA,Electrical Engineering,Scholarship2891,Need-Based,5500,Bachelor,Canada,Finance,0
Person2976,3.82,5000,PhD,Canada,Finance,Scholarship2976,Need-Based,7500,Master,Australia,Fine Arts,0
Person131,2.92,6500,Master,UK,Chemistry,Scholarship131,Merit-Based,9500,PhD,Canada,Physics,0
Person1707,2.85,500,PhD,Australia,History,Scholarship1707,Need-Based,500,PhD,USA,Physics,0
Person1219,3.31,500,PhD,Australia,Business Administration,Scholarship1219,Need-Based,4000,PhD,Canada,Computer Science,0
Person2112,3.79,6000,Master,UK,Electrical Engineering,Scholarship2112,Need-Based,6500,Master,UK,Electrical Engineering,1
Person2495,3.51,1000,PhD,USA,Electrical Engineering,Scholarship2495,Merit-Based,9000,PhD,Australia,Finance,0
Person527,3.42,4000,PhD,Canada,Finance,Scholarship527,Need-Based,500,Bachelor,UK,Finance,0
Person496,3.4,4500,Master,Australia,Medical Science,Scholarship496,Need-Based,1500,Bachelor,UK,Computer Science,0
Person703,3.45,6500,PhD,Canada,Physics,Scholarship703,Need-Based,2500,PhD,Australia,History,0
Person121,3.31,1500,PhD,USA,Business Administration,Scholarship121,Need-Based,7500,Bachelor,UK,History,0
Person2054,2.9,3500,Bachelor,Canada,Electrical Engineering,Scholarship2054,Need-Based,6000,Bachelor,Australia,Finance,0
Person791,4.0,7500,Bachelor,USA,Business Administration,Scholarship791,Merit-Based,7500,Bachelor,Australia,Medical Research,0
Person2818,2.5,2500,Master,Australia,Physics,Scholarship2818,Need-Based,1500,PhD,USA,Computer Science,0
Person690,4.0,6500,PhD,USA,Fine Arts,Scholarship690,Need-Based,500,PhD,Australia,Fine Arts,1
Person2542,3.41,4000,PhD,USA,Business Administration,Scholarship2542,Need-Based,5500,Master,Canada,Chemistry,0
Person2971,3.16,1500,Bachelor,USA,Physics,Scholarship2971,Merit-Based,1000,PhD,USA,Business Administration,0
Person925,3.87,3000,Bachelor,Australia,Medical Science,Scholarship925,Merit-Based,9500,Master,Canada,Medical Science,0
Person1120,3.31,6500,PhD,UK,Business Administration,Scholarship1120,Need-Based,500,Master,UK,Computer Science,0
Person259,3.93,6500,Master,Australia,History,Scholarship259,Need-Based,2000,Master,Australia,Fine Arts,0
Person1384,3.0,9000,Bachelor,UK,Medical Science,Scholarship1384,Need-Based,2500,Master,Australia,Electrical Engineering,0
Person1961,3.56,500,PhD,Canada,Chemistry,Scholarship1961,Need-Based,4500,PhD,UK,Finance,0
Person1481,3.9,4500,PhD,UK,Computer Science,Scholarship1481,Need-Based,7500,PhD,Australia,Finance,0
Person1800,2.82,2500,Master,UK,Computer Science,Scholarship1800,Need-Based,3500,Master,UK,Electrical Engineering,0
Person2648,3.0,500,Bachelor,Canada,Medical Science,Scholarship2648,Need-Based,9000,Master,Canada,Electrical Engineering,0
Person1243,3.3,6500,PhD,USA,History,Scholarship1243,Merit-Based,1500,Master,Canada,Physics,0
Person1650,2.5,5000,Bachelor,Canada,History,Scholarship1650,Merit-Based,6500,Bachelor,Canada,Medical Science,0
Person555,3.27,6500,Bachelor,Australia,Business Administration,Scholarship555,Merit-Based,1500,PhD,Canada,Computer Science,0
Person411,2.94,500,PhD,Australia,Chemistry,Scholarship411,Need-Based,3000,Master,USA,Finance,0
Person610,3.77,6000,PhD,USA,Physics,Scholarship610,Merit-Based,6500,PhD,Canada,Chemistry,0
Person2315,2.87,5000,Master,UK,Computer Science,Scholarship2315,Merit-Based,5500,Master,USA,History,0
Person1906,2.85,5000,PhD,Canada,History,Scholarship1906,Need-Based,5500,Bachelor,UK,Medical Science,0
Person2010,3.96,7500,PhD,Canada,Finance,Scholarship2010,Need-Based,3000,Bachelor,USA,Physics,0
Person2864,3.52,2500,PhD,USA,Chemistry,Scholarship2864,Merit-Based,7000,PhD,Canada,Electrical Engineering,0
Person24,3.05,4000,PhD,Canada,History,Scholarship24,Merit-Based,9000,Master,Canada,Fine Arts,0
Person1299,3.01,5000,Master,UK,Medical Research,Scholarship1299,Merit-Based,6500,Bachelor,UK,Fine Arts,0
Person197,3.65,3000,PhD,USA,Medical Research,Scholarship197,Need-Based,3000,Bachelor,USA,Business Administration,0
Person778,2.85,4000,Master,Canada,Chemistry,Scholarship778,Need-Based,1000,Master,Australia,Fine Arts,0
Person1723,2.92,9000,PhD,Canada,Finance,Scholarship1723,Merit-Based,9000,PhD,USA,Business Administration,0
Person2556,3.07,3000,Master,USA,Fine Arts,Scholarship2556,Need-Based,3000,Bachelor,USA,Business Administration,0
Person2273,2.54,1000,PhD,Canada,Chemistry,Scholarship2273,Need-Based,7500,Bachelor,Australia,Medical Research,0
Person1163,3.5,1500,PhD,Australia,Electrical Engineering,Scholarship1163,Need-Based,9000,PhD,Australia,Business Administration,0
Person1896,2.62,8000,Master,Canada,Medical Research,Scholarship1896,Need-Based,5000,Master,Canada,Medical Research,1
Person2085,3.38,5000,Master,UK,Electrical Engineering,Scholarship2085,Merit-Based,1000,PhD,Canada,History,0
Person366,3.02,8500,Master,USA,Fine Arts,Scholarship366,Need-Based,8000,PhD,USA,Physics,0
Person2634,3.57,8000,Master,UK,Medical Science,Scholarship2634,Need-Based,4500,Bachelor,UK,History,0
Person2458,3.22,5000,PhD,USA,Medical Research,Scholarship2458,Merit-Based,7000,Master,UK,Chemistry,0
Person1442,2.63,500,Bachelor,UK,Computer Science,Scholarship1442,Merit-Based,4000,Bachelor,Canada,Fine Arts,0
Person472,2.91,3000,Bachelor,Canada,Business Administration,Scholarship472,Need-Based,4000,Bachelor,Canada,Chemistry,0
Person809,2.61,1500,Master,USA,Physics,Scholarship809,Need-Based,500,PhD,Canada,Finance,0
Person2774,3.66,5500,PhD,UK,Medical Science,Scholarship2774,Merit-Based,8500,Master,Australia,Medical Research,0
Person836,3.14,7500,PhD,UK,Finance,Scholarship836,Merit-Based,7000,PhD,USA,Finance,1
Person620,2.63,4000,Bachelor,USA,Medical Science,Scholarship620,Need-Based,5000,PhD,Canada,Business Administration,0
Person1048,3.35,4000,Master,USA,History,Scholarship1048,Merit-Based,6500,PhD,Australia,Physics,0
Person1099,3.21,3500,Master,UK,Electrical Engineering,Scholarship1099,Merit-Based,8500,Bachelor,USA,History,0
Person2284,2.5,9000,PhD,USA,Electrical Engineering,Scholarship2284,Merit-Based,5000,Bachelor,USA,Computer Science,0
Person1591,2.62,4000,Bachelor,UK,Physics,Scholarship1591,Need-Based,2500,Master,UK,Medical Science,0
Person2626,2.91,6000,Master,UK,Electrical Engineering,Scholarship2626,Need-Based,7000,PhD,Australia,Medical Research,0
Person1347,3.46,9500,Master,UK,Chemistry,Scholarship1347,Merit-Based,2000,Master,UK,Business Administration,0
Person1224,3.28,4000,Bachelor,Canada,Medical Research,Scholarship1224,Merit-Based,7500,Bachelor,Canada,Medical Science,0
Person1295,3.45,2000,Master,USA,Fine Arts,Scholarship1295,Need-Based,8500,Master,Australia,Finance,0
Person2610,3.72,8500,PhD,UK,Medical Research,Scholarship2610,Need-Based,1500,Bachelor,USA,Medical Research,0
Person1949,2.86,2500,Master,USA,History,Scholarship1949,Merit-Based,2000,PhD,Australia,Medical Research,0
Person2533,3.69,9000,Master,Australia,Fine Arts,Scholarship2533,Merit-Based,9000,Master,UK,Computer Science,0
Person971,3.7,1500,Master,USA,Business Administration,Scholarship971,Merit-Based,3500,PhD,USA,Finance,0
Person2668,3.91,500,PhD,USA,Fine Arts,Scholarship2668,Need-Based,3500,Bachelor,Canada,Fine Arts,0
Person2128,3.36,8500,PhD,UK,Computer Science,Scholarship2128,Need-Based,6500,Bachelor,USA,Computer Science,0
Person1965,3.18,6500,Master,USA,Fine Arts,Scholarship1965,Merit-Based,3500,PhD,UK,Computer Science,0
Person978,2.64,3500,Bachelor,Australia,Medical Research,Scholarship978,Merit-Based,6000,Master,Canada,Electrical Engineering,0
Person1147,3.46,6000,Master,Canada,Chemistry,Scholarship1147,Need-Based,2000,Bachelor,UK,Medical Research,0
Person873,3.65,5000,Bachelor,USA,History,Scholarship873,Need-Based,2500,PhD,Canada,Medical Science,0
Person476,2.96,7000,PhD,USA,Chemistry,Scholarship476,Need-Based,8000,PhD,UK,Computer Science,0
Person1619,3.45,6500,Bachelor,USA,Chemistry,Scholarship1619,Merit-Based,3000,Bachelor,UK,Fine Arts,0
Person1749,2.89,4500,Bachelor,Australia,History,Scholarship1749,Merit-Based,8000,Master,Canada,Medical Research,0
Person2203,3.88,8500,Master,Australia,History,Scholarship2203,Merit-Based,4500,Master,UK,Chemistry,0
Person1225,3.5,2000,Master,USA,Finance,Scholarship1225,Need-Based,5000,Master,Australia,Medical Research,0
Person2739,3.93,7500,Master,Canada,History,Scholarship2739,Need-Based,1000,Master,Canada,Finance,0
Person688,3.67,9000,Bachelor,Canada,Business Administration,Scholarship688,Merit-Based,9500,PhD,Canada,Finance,0
Person578,3.4,7500,PhD,Canada,Business Administration,Scholarship578,Need-Based,500,Bachelor,UK,Medical Research,0
Person295,2.66,5000,PhD,USA,Electrical Engineering,Scholarship295,Merit-Based,2500,Bachelor,USA,Electrical Engineering,0
Person1433,2.81,2500,Master,UK,Physics,Scholarship1433,Merit-Based,7500,PhD,USA,Fine Arts,0
Person2574,3.87,2000,Master,Australia,Physics,Scholarship2574,Need-Based,2000,Bachelor,Australia,Computer Science,0
Person2541,3.9,2500,Bachelor,Australia,History,Scholarship2541,Merit-Based,9000,Master,USA,Medical Science,0
Person1191,3.77,3500,PhD,Australia,Computer Science,Scholarship1191,Need-Based,1500,Master,Australia,History,0
Person2571,3.58,4000,Bachelor,Australia,History,Scholarship2571,Merit-Based,5000,PhD,USA,History,0
Person1027,3.05,1000,Master,UK,Fine Arts,Scholarship1027,Merit-Based,5000,Bachelor,Canada,Chemistry,0
Person2615,2.88,5000,Bachelor,Canada,Finance,Scholarship2615,Merit-Based,2000,PhD,Canada,Computer Science,0
Person747,3.81,6500,Master,Australia,Computer Science,Scholarship747,Need-Based,7000,Master,Australia,Medical Research,0
Person287,3.07,3000,Master,Canada,Medical Science,Scholarship287,Need-Based,2500,Master,Australia,Chemistry,0
Person1478,3.67,3000,Master,UK,Computer Science,Scholarship1478,Need-Based,3500,Master,UK,Chemistry,0
Person1044,3.86,1000,PhD,USA,Computer Science,Scholarship1044,Merit-Based,2500,PhD,UK,Electrical Engineering,0
Person1374,2.62,7500,Bachelor,UK,Electrical Engineering,Scholarship1374,Merit-Based,5000,PhD,Canada,Computer Science,0
Person769,2.86,3500,PhD,Canada,Fine Arts,Scholarship769,Need-Based,4000,PhD,Canada,Electrical Engineering,0
Person64,3.35,7500,Bachelor,USA,Chemistry,Scholarship64,Need-Based,4500,Master,UK,Medical Science,0
Person2417,3.94,8000,Bachelor,UK,Chemistry,Scholarship2417,Need-Based,4000,Bachelor,UK,Medical Science,0
Person1366,3.05,4000,Master,Canada,Computer Science,Scholarship1366,Merit-Based,4500,Bachelor,Canada,Physics,0
Person1585,3.32,9000,Bachelor,Canada,Finance,Scholarship1585,Merit-Based,5500,PhD,USA,Computer Science,0
Person1130,3.66,3000,PhD,Canada,Physics,Scholarship1130,Need-Based,6000,PhD,Australia,Electrical Engineering,0
Person440,2.69,8000,Bachelor,UK,Business Administration,Scholarship440,Need-Based,2500,Bachelor,UK,Chemistry,0
Person677,2.76,1000,Bachelor,Australia,Computer Science,Scholarship677,Merit-Based,6000,PhD,UK,Medical Research,0
Person2066,4.0,8000,PhD,Australia,Chemistry,Scholarship2066,Merit-Based,5500,PhD,Australia,Finance,0
Person2836,2.86,7500,Master,Australia,Computer Science,Scholarship2836,Need-Based,1500,PhD,Canada,Chemistry,0
Person2782,3.3,1500,Bachelor,Canada,Medical Science,Scholarship2782,Merit-Based,7500,Master,UK,Computer Science,0
Person1632,2.92,8000,Master,Australia,Electrical Engineering,Scholarship1632,Merit-Based,1500,Master,USA,Computer Science,0
Person1824,2.92,8000,Master,USA,Medical Research,Scholarship1824,Merit-Based,500,PhD,USA,Finance,0
Person1137,3.51,5000,Master,Australia,Computer Science,Scholarship1137,Need-Based,2500,Bachelor,USA,Electrical Engineering,0
Person1276,3.32,500,Bachelor,UK,Medical Science,Scholarship1276,Merit-Based,4000,Master,Canada,Finance,0
Person1358,3.9,3500,Master,Canada,Business Administration,Scholarship1358,Merit-Based,4500,Master,Australia,Business Administration,1
Person213,3.84,8500,Master,Australia,Medical Science,Scholarship213,Merit-Based,9000,Bachelor,Australia,Computer Science,0
Person1004,3.19,3000,PhD,Canada,Medical Research,Scholarship1004,Need-Based,500,Master,USA,Computer Science,0
Person2003,2.56,3000,Master,Australia,History,Scholarship2003,Merit-Based,2000,Bachelor,Australia,Medical Science,0
Person2045,3.57,7500,PhD,USA,Fine Arts,Scholarship2045,Need-Based,1500,Master,Australia,Medical Research,0
Person2658,2.61,7000,Bachelor,Australia,Medical Research,Scholarship2658,Merit-Based,6000,Bachelor,Australia,Electrical Engineering,0
Person2476,3.57,1000,Master,Australia,Fine Arts,Scholarship2476,Need-Based,8500,PhD,USA,Fine Arts,0
Person79,2.81,9000,Master,USA,Electrical Engineering,Scholarship79,Merit-Based,500,Bachelor,USA,Physics,0
Person286,3.1,2000,Master,USA,Physics,Scholarship286,Need-Based,500,Bachelor,UK,Electrical Engineering,0
Person17,3.02,6000,PhD,USA,Medical Science,Scholarship17,Need-Based,4500,Master,UK,Medical Research,0
Person2524,2.59,9000,Master,USA,Physics,Scholarship2524,Merit-Based,4000,PhD,USA,Finance,0
Person2606,2.57,8500,Master,UK,History,Scholarship2606,Merit-Based,3500,Bachelor,Australia,Business Administration,0
Person444,3.07,4000,Bachelor,Canada,Medical Science,Scholarship444,Merit-Based,1500,PhD,UK,Computer Science,0
Person2529,3.83,7000,Bachelor,USA,History,Scholarship2529,Need-Based,4500,Master,UK,Finance,0
Person1631,3.58,2000,Bachelor,USA,Finance,Scholarship1631,Merit-Based,6000,PhD,Canada,Chemistry,0
Person380,3.92,5000,PhD,Canada,Business Administration,Scholarship380,Need-Based,5500,PhD,USA,Chemistry,0
Person613,3.85,6000,Bachelor,USA,Medical Science,Scholarship613,Need-Based,6500,Bachelor,Canada,Electrical Engineering,0
Person1034,2.55,2500,Bachelor,UK,Finance,Scholarship1034,Need-Based,9500,Bachelor,USA,Finance,1
Person1846,3.67,500,Bachelor,Canada,Fine Arts,Scholarship1846,Need-Based,2000,Master,Canada,Electrical Engineering,0
Person1261,3.24,500,Master,UK,Physics,Scholarship1261,Merit-Based,5000,PhD,Canada,Medical Research,0
Person1751,3.9,5500,Master,Canada,Finance,Scholarship1751,Merit-Based,5000,PhD,USA,Fine Arts,0
Person2473,3.64,5000,Bachelor,Australia,Finance,Scholarship2473,Merit-Based,500,PhD,USA,Medical Research,0
Person432,2.83,9000,PhD,Canada,Electrical Engineering,Scholarship432,Need-Based,5500,Bachelor,USA,Electrical Engineering,0
Person2385,2.9,7000,PhD,USA,Finance,Scholarship2385,Need-Based,8000,PhD,USA,Business Administration,0
Person1635,3.3,9500,PhD,UK,Fine Arts,Scholarship1635,Need-Based,4000,Bachelor,Australia,Electrical Engineering,0
Person338,3.83,4000,Bachelor,UK,Medical Research,Scholarship338,Need-Based,8500,Master,UK,Finance,0
Person38,2.86,5000,Bachelor,UK,Fine Arts,Scholarship38,Need-Based,3000,PhD,UK,Computer Science,0
Person2377,2.66,3000,Bachelor,Australia,Electrical Engineering,Scholarship2377,Merit-Based,7000,Master,Canada,History,0
Person1952,3.27,4500,Master,Canada,Computer Science,Scholarship1952,Need-Based,7000,Master,USA,Computer Science,1
Person2097,3.5,7500,Master,Australia,Electrical Engineering,Scholarship2097,Merit-Based,6000,PhD,USA,Computer Science,0
Person1602,2.93,2000,Bachelor,Australia,Finance,Scholarship1602,Merit-Based,8500,Master,Canada,Electrical Engineering,0
Person2666,3.13,7000,Master,USA,Medical Science,Scholarship2666,Need-Based,7000,Master,UK,Business Administration,0
Person1597,2.83,7000,Bachelor,Australia,Computer Science,Scholarship1597,Merit-Based,2500,Bachelor,UK,Computer Science,1
Person1070,3.2,9500,Bachelor,Canada,Electrical Engineering,Scholarship1070,Merit-Based,6000,Master,UK,Computer Science,0
Person1032,3.83,9500,Bachelor,USA,Physics,Scholarship1032,Merit-Based,3500,Bachelor,Canada,Computer Science,0
Person1248,2.95,6500,PhD,USA,History,Scholarship1248,Need-Based,7000,PhD,UK,Chemistry,0
Person498,3.6,4000,PhD,Canada,Fine Arts,Scholarship498,Merit-Based,7000,Master,UK,Fine Arts,0
Person905,3.41,1500,Bachelor,UK,Physics,Scholarship905,Need-Based,4500,Master,UK,Physics,0
Person107,3.74,7500,Bachelor,USA,Medical Science,Scholarship107,Need-Based,9500,Master,UK,Business Administration,0
Person2815,3.19,4000,Master,Canada,Medical Science,Scholarship2815,Need-Based,9000,PhD,Australia,Electrical Engineering,0
Person1531,2.63,8000,PhD,Australia,Physics,Scholarship1531,Need-Based,6500,PhD,Canada,Physics,1
Person1880,3.49,8000,Bachelor,UK,Fine Arts,Scholarship1880,Merit-Based,6000,Bachelor,UK,Electrical Engineering,0
Person1429,3.59,2500,Bachelor,UK,Medical Science,Scholarship1429,Need-Based,4000,PhD,Australia,Physics,0
Person2520,3.28,8000,Master,USA,Fine Arts,Scholarship2520,Merit-Based,1500,Bachelor,UK,Physics,0
Person1975,3.71,4500,PhD,Australia,Computer Science,Scholarship1975,Merit-Based,5000,Master,Australia,Fine Arts,0
Person1151,2.61,9500,PhD,USA,Computer Science,Scholarship1151,Need-Based,8500,PhD,USA,Medical Science,0
Person1324,3.65,9500,Master,USA,Electrical Engineering,Scholarship1324,Need-Based,1500,Master,USA,Fine Arts,0
Person821,3.5,1000,Bachelor,Australia,Electrical Engineering,Scholarship821,Merit-Based,1000,Bachelor,Canada,Finance,0
Person2586,3.32,7500,Master,UK,Fine Arts,Scholarship2586,Merit-Based,1000,Master,Australia,Finance,0
Person2368,3.32,7000,Master,UK,Computer Science,Scholarship2368,Merit-Based,7000,Bachelor,USA,Fine Arts,0
Person1009,2.59,3500,Bachelor,USA,Finance,Scholarship1009,Need-Based,7500,Bachelor,UK,Computer Science,0
Person1530,3.9,9000,Bachelor,Australia,Medical Research,Scholarship1530,Need-Based,6000,PhD,Australia,Physics,0
Person473,2.5,8000,Master,Australia,Physics,Scholarship473,Need-Based,4000,Master,UK,Fine Arts,0
